customerID,gender,is_senior,Partner,Dependents,tenure,tenure_group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,contract_rank,PaperlessBilling,PaymentMethod,MonthlyCharges,monthly_charge_group,TotalCharges,risk_group,Churn
7901-HXJVA,Male,Non-Senior,No,No,14,1-2 years,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,No,Electronic check,76.45,70+,1117.55,Medium Risk,No
5649-ANRML,Male,Senior,No,No,2,0-1 year,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Yes,Credit card (automatic),95.1,70+,180.25,High Risk,Yes
4892-VLANZ,Male,Non-Senior,No,No,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.8,1-35,19.8,Low Risk,Yes
5924-IFQTT,Male,Non-Senior,Yes,Yes,13,1-2 years,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Yes,Electronic check,72.8,70+,930.05,Medium Risk,No
7968-QUXNS,Male,Non-Senior,No,No,6,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,18.95,1-35,110.15,Low Risk,No
2919-HBCJO,Female,Non-Senior,No,No,4,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Yes,Bank transfer (automatic),76.65,70+,333.6,High Risk,Yes
4236-XPXAV,Female,Non-Senior,Yes,Yes,5,0-1 year,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Yes,Mailed check,99.15,70+,465.05,High Risk,Yes
8903-WMRNW,Female,Non-Senior,Yes,No,15,1-2 years,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,No,Electronic check,101.75,70+,1669.4,Medium Risk,No
2452-SNHFZ,Female,Non-Senior,No,No,47,2-4 years,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,No,Credit card (automatic),75.45,70+,3545.1,Low Risk,No
3629-WEAAM,Female,Non-Senior,No,No,8,0-1 year,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,No,Mailed check,64.1,35-70,504.05,Low Risk,No
6029-CSMJE,Male,Non-Senior,No,No,17,1-2 years,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,25.65,1-35,440.2,Medium Risk,No
7993-NQLJE,Male,Non-Senior,Yes,Yes,15,1-2 years,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,No,Mailed check,75.1,70+,1151.55,Medium Risk,No
9909-DFRJA,Female,Non-Senior,No,No,26,2-4 years,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,2,Yes,Bank transfer (automatic),95.85,70+,2475.35,Low Risk,No
9099-FTUHS,Female,Non-Senior,No,No,23,1-2 years,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,No,Electronic check,54.4,35-70,1249.25,Medium Risk,No
0581-BXBUB,Female,Senior,No,No,4,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,No,Electronic check,72.75,70+,317.75,High Risk,No
4962-CHQPW,Male,Non-Senior,No,Yes,29,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,19.85,1-35,535.05,Low Risk,No
9467-ROOLM,Female,Non-Senior,No,No,25,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.05,1-35,461.3,Low Risk,No
3030-YZADT,Male,Non-Senior,No,No,9,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,44.95,35-70,431.0,Low Risk,Yes
7410-KTVFV,Male,Non-Senior,Yes,No,18,1-2 years,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Yes,Mailed check,49.55,35-70,878.35,Medium Risk,Yes
5150-ITWWB,Male,Senior,No,No,3,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.85,70+,335.75,High Risk,No
2253-KPMNB,Female,Non-Senior,Yes,Yes,69,4+ years,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,3,No,Bank transfer (automatic),46.25,35-70,3121.4,Low Risk,No
1345-ZUKID,Male,Non-Senior,No,No,14,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,19.35,1-35,324.8,Medium Risk,No
6429-SHBCB,Male,Non-Senior,No,No,19,1-2 years,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,No,Mailed check,69.6,35-70,1394.55,Medium Risk,No
9281-OFDMF,Male,Senior,No,No,39,2-4 years,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,No,Electronic check,90.7,70+,3413.25,Low Risk,No
2603-HVKCG,Male,Non-Senior,No,No,31,2-4 years,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,101.4,70+,3143.65,Low Risk,No
1834-WULEG,Male,Non-Senior,Yes,Yes,24,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,20.25,1-35,439.75,Medium Risk,No
9097-ZUBYC,Male,Non-Senior,Yes,No,14,1-2 years,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,No,Bank transfer (automatic),48.8,35-70,664.4,Medium Risk,No
5148-ORICT,Female,Non-Senior,Yes,No,64,4+ years,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,3,Yes,Mailed check,74.35,70+,4759.55,Low Risk,No
4893-GYUJU,Female,Non-Senior,No,No,50,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Mailed check,19.35,1-35,1033.0,Low Risk,No
4578-PHJYZ,Male,Non-Senior,Yes,Yes,52,4+ years,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,2,Yes,Electronic check,68.75,35-70,3482.85,Low Risk,No
7272-QDCKA,Male,Non-Senior,No,No,28,2-4 years,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,2,No,Electronic check,100.2,70+,2688.45,Low Risk,No
8908-SLFCJ,Female,Non-Senior,No,No,21,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Credit card (automatic),20.85,1-35,435.25,Medium Risk,No
8393-DLHGA,Male,Non-Senior,No,Yes,25,2-4 years,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,95.9,70+,2448.75,Low Risk,Yes
9766-HGEDE,Female,Non-Senior,Yes,No,17,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,19.35,1-35,307.0,Medium Risk,No
6968-MHOMU,Male,Non-Senior,Yes,No,58,4+ years,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,2,Yes,Credit card (automatic),45.0,35-70,2689.35,Low Risk,No
7395-IGJOS,Male,Senior,Yes,No,17,1-2 years,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,No,Bank transfer (automatic),81.5,70+,1329.2,Medium Risk,Yes
5044-XDPYX,Female,Non-Senior,Yes,No,51,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,25.5,1-35,1281.25,Low Risk,No
1814-WFGVS,Male,Non-Senior,Yes,Yes,72,4+ years,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,3,No,Mailed check,48.9,35-70,3527.0,Low Risk,No
2834-SPCJV,Male,Non-Senior,Yes,No,52,4+ years,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,No,Electronic check,84.1,70+,4348.65,Low Risk,Yes
3721-WKIIL,Female,Non-Senior,No,No,27,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,19.6,1-35,561.15,Low Risk,No
6734-CKRSM,Female,Non-Senior,No,No,3,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.0,1-35,63.6,Low Risk,No
1265-ZFOSD,Female,Non-Senior,Yes,No,64,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,3,Yes,Mailed check,81.3,70+,5129.3,Low Risk,No
6568-POCUI,Female,Non-Senior,Yes,No,45,2-4 years,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),95.2,70+,4285.8,Low Risk,No
7890-VYYWG,Male,Senior,Yes,No,3,0-1 year,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Yes,Mailed check,36.45,35-70,93.7,Low Risk,Yes
5197-LQXXH,Female,Non-Senior,Yes,No,71,4+ years,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),83.3,70+,5894.5,Low Risk,No
9907-SWKKF,Female,Senior,No,No,1,0-1 year,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,25.05,1-35,25.05,Low Risk,Yes
3457-PQBYH,Female,Non-Senior,Yes,Yes,58,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),20.3,1-35,1160.75,Low Risk,No
7682-AZNDK,Male,Non-Senior,Yes,Yes,34,2-4 years,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Yes,Electronic check,89.85,70+,3091.75,Low Risk,No
0587-DMGBH,Female,Non-Senior,No,No,8,0-1 year,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,49.85,35-70,365.55,Low Risk,Yes
5384-ZTTWP,Female,Non-Senior,Yes,Yes,15,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.8,1-35,272.95,Medium Risk,No
3745-HRPHI,Male,Non-Senior,Yes,Yes,66,4+ years,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,3,No,Bank transfer (automatic),54.65,35-70,3632.0,Low Risk,No
7636-OWBPG,Male,Senior,No,No,12,0-1 year,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Yes,Credit card (automatic),29.35,1-35,381.2,Medium Risk,No
1231-YNDEK,Male,Non-Senior,No,No,58,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Bank transfer (automatic),19.15,1-35,1035.5,Low Risk,No
1407-DIGZV,Female,Non-Senior,Yes,Yes,3,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.1,1-35,52.0,Low Risk,No
6397-JNZZG,Female,Senior,Yes,No,43,2-4 years,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,No,Credit card (automatic),55.55,35-70,2342.2,Low Risk,Yes
0570-BFQHT,Female,Non-Senior,No,No,9,0-1 year,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,No,Electronic check,80.55,70+,653.9,High Risk,No
4393-OBCRR,Female,Non-Senior,No,No,3,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,20.25,1-35,71.2,Low Risk,No
3523-QRQLL,Female,Non-Senior,Yes,Yes,22,1-2 years,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,2,Yes,Bank transfer (automatic),69.5,35-70,1498.2,Medium Risk,Yes
8564-LDKFL,Male,Non-Senior,Yes,No,40,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2,Yes,Bank transfer (automatic),106.0,70+,4178.65,Low Risk,No
3696-DFHHB,Female,Non-Senior,No,No,68,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),25.5,1-35,1821.8,Low Risk,No
0895-DQHEW,Male,Non-Senior,Yes,No,54,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,104.3,70+,5278.15,Low Risk,Yes
4717-GHADL,Female,Non-Senior,No,No,50,4+ years,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,3,Yes,Mailed check,79.6,70+,4024.2,Low Risk,No
5501-TVMGM,Male,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,55.25,35-70,55.25,Low Risk,No
5879-HMFFH,Female,Non-Senior,Yes,No,72,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Bank transfer (automatic),88.05,70+,6520.8,Low Risk,No
6772-WFQRD,Male,Non-Senior,No,Yes,40,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Bank transfer (automatic),20.4,1-35,854.9,Low Risk,No
3810-DVDQQ,Female,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),117.6,70+,8308.9,Low Risk,No
6972-SNKKW,Female,Non-Senior,No,No,6,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.0,1-35,109.2,Low Risk,No
3694-GLTJM,Female,Non-Senior,No,No,5,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Credit card (automatic),19.65,1-35,92.05,Low Risk,No
8550-XSXUQ,Male,Non-Senior,Yes,No,48,2-4 years,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,2,Yes,Credit card (automatic),70.55,70+,3420.5,Low Risk,No
8149-RSOUN,Female,Non-Senior,No,No,1,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,93.85,70+,93.85,High Risk,Yes
9055-MOJJJ,Female,Non-Senior,Yes,Yes,64,4+ years,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,2,No,Mailed check,65.8,35-70,4068.0,Low Risk,No
4359-INNWN,Female,Non-Senior,No,No,17,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Credit card (automatic),20.05,1-35,337.9,Medium Risk,No
0585-EGDDA,Male,Non-Senior,Yes,No,40,2-4 years,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Yes,Electronic check,80.0,70+,3168.75,Low Risk,No
4032-RMHCI,Female,Non-Senior,Yes,Yes,41,2-4 years,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,2,No,Credit card (automatic),35.4,35-70,1412.4,Low Risk,No
0549-CYCQN,Male,Senior,No,No,51,4+ years,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,2,Yes,Bank transfer (automatic),79.6,70+,3974.7,Low Risk,No
3481-JHUZH,Male,Non-Senior,Yes,No,41,2-4 years,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Yes,Electronic check,80.25,70+,3439.0,Low Risk,No
7250-EQKIY,Female,Non-Senior,Yes,Yes,1,0-1 year,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,No,Mailed check,50.45,35-70,50.45,Low Risk,Yes
3594-IVHJZ,Female,Non-Senior,No,No,2,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,20.45,1-35,42.45,Low Risk,No
6869-FGJJC,Male,Non-Senior,No,No,68,4+ years,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,2,No,Credit card (automatic),79.6,70+,5461.45,Low Risk,No
3896-ZVNET,Female,Non-Senior,Yes,Yes,24,1-2 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,24.7,1-35,571.75,Medium Risk,No
8205-VSLRB,Male,Non-Senior,Yes,No,70,4+ years,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,3,No,Credit card (automatic),77.3,70+,5498.2,Low Risk,No
5960-MVTUK,Male,Non-Senior,No,No,3,0-1 year,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Yes,Electronic check,29.75,1-35,96.85,Low Risk,No
6817-WTYHE,Male,Non-Senior,No,No,2,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,No,Bank transfer (automatic),44.9,35-70,111.05,Low Risk,No
3082-VQXNH,Male,Non-Senior,Yes,No,3,0-1 year,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,No,Credit card (automatic),29.8,1-35,94.4,Low Risk,No
4013-UBXWQ,Female,Non-Senior,No,No,7,0-1 year,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,74.65,70+,521.1,High Risk,Yes
4931-TRZWN,Female,Non-Senior,No,No,13,1-2 years,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,71.95,70+,923.85,Medium Risk,No
0750-EKNGL,Male,Non-Senior,No,No,7,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.75,1-35,141.1,Low Risk,No
7669-LCRSD,Male,Non-Senior,Yes,Yes,12,0-1 year,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Yes,Mailed check,56.3,35-70,628.65,Medium Risk,No
3567-PQTSO,Male,Non-Senior,Yes,Yes,53,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2,Yes,Electronic check,105.25,70+,5576.3,Low Risk,No
5519-NPHVG,Female,Non-Senior,No,No,12,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.2,70+,1046.1,Medium Risk,Yes
8043-PNYSD,Male,Non-Senior,Yes,Yes,63,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.55,1-35,1245.6,Low Risk,No
9938-EKRGF,Female,Non-Senior,No,No,15,1-2 years,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,No,Mailed check,84.45,70+,1287.85,Medium Risk,No
2703-AMTUL,Male,Non-Senior,Yes,Yes,36,2-4 years,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,2,No,Mailed check,53.65,35-70,1939.35,Low Risk,No
0928-JMXNP,Male,Senior,Yes,No,4,0-1 year,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Yes,Electronic check,29.9,1-35,118.25,Low Risk,No
8173-RXAYP,Female,Non-Senior,Yes,Yes,24,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.7,1-35,452.55,Medium Risk,No
4825-XJGDM,Female,Non-Senior,No,No,61,4+ years,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,2,No,Credit card (automatic),43.7,35-70,2696.55,Low Risk,No
5402-HTOTQ,Male,Non-Senior,No,No,16,1-2 years,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,No,Electronic check,55.3,35-70,875.35,Medium Risk,No
6734-JDTTV,Male,Non-Senior,Yes,Yes,65,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Credit card (automatic),19.85,1-35,1267.05,Low Risk,No
7850-THJMU,Female,Non-Senior,Yes,Yes,26,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),19.65,1-35,494.9,Low Risk,No
3890-RTCMS,Male,Non-Senior,No,No,16,1-2 years,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Yes,Mailed check,49.45,35-70,799.0,Medium Risk,No
8849-GYOKR,Female,Non-Senior,Yes,No,54,4+ years,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,2,No,Bank transfer (automatic),106.55,70+,5763.3,Low Risk,Yes
3148-BLQJT,Male,Non-Senior,No,No,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.1,1-35,20.1,Low Risk,Yes
3717-FDJFU,Male,Non-Senior,No,Yes,5,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.45,1-35,106.9,Low Risk,No
3665-JATSN,Female,Non-Senior,No,No,19,1-2 years,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,39.7,35-70,710.05,Medium Risk,No
7966-YOTQW,Male,Non-Senior,No,No,10,0-1 year,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Yes,Credit card (automatic),54.5,35-70,568.2,Low Risk,No
0461-CVKMU,Female,Non-Senior,Yes,Yes,23,1-2 years,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,No,Electronic check,83.8,70+,1900.25,Medium Risk,Yes
8806-EAGWC,Male,Non-Senior,No,No,3,0-1 year,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,No,Mailed check,55.15,35-70,159.15,Low Risk,Yes
8853-TZDGH,Female,Non-Senior,No,No,72,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),111.6,70+,8012.75,Low Risk,No
7779-LGOVN,Male,Senior,Yes,No,10,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,86.65,70+,856.65,High Risk,Yes
4324-BZCKL,Female,Non-Senior,Yes,Yes,10,0-1 year,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Yes,Mailed check,55.55,35-70,551.3,Low Risk,No
6924-TDGMT,Male,Non-Senior,Yes,No,11,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Mailed check,20.55,1-35,184.95,Low Risk,No
9710-ZUSHQ,Female,Senior,No,No,37,2-4 years,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Bank transfer (automatic),106.75,70+,4056.75,Low Risk,Yes
1536-YHDOE,Male,Non-Senior,Yes,Yes,17,1-2 years,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,2,Yes,Mailed check,62.1,35-70,1096.65,Medium Risk,No
8123-QBNAZ,Female,Non-Senior,Yes,Yes,36,2-4 years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Credit card (automatic),104.5,70+,3684.95,Low Risk,No
3629-ZNKXA,Male,Senior,No,No,17,1-2 years,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,101.8,70+,1752.45,Medium Risk,No
4827-LTQRJ,Female,Senior,Yes,Yes,66,4+ years,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,2,Yes,Credit card (automatic),110.6,70+,7210.85,Low Risk,No
7711-YIJWC,Male,Non-Senior,Yes,Yes,61,4+ years,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,2,No,Bank transfer (automatic),84.9,70+,5264.5,Low Risk,No
5482-VXSXJ,Male,Non-Senior,No,No,22,1-2 years,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Mailed check,93.2,70+,2157.3,Medium Risk,No
7365-BVCJH,Male,Non-Senior,No,No,1,0-1 year,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,24.4,1-35,24.4,Low Risk,No
9620-ENEJV,Female,Non-Senior,No,No,6,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,No,Credit card (automatic),70.55,70+,433.95,High Risk,No
4183-WCSEP,Male,Non-Senior,No,No,31,2-4 years,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Electronic check,78.45,70+,2435.15,Low Risk,Yes
2378-YIZKA,Female,Non-Senior,Yes,Yes,68,4+ years,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),85.0,70+,5607.75,Low Risk,No
5498-TXHLF,Female,Non-Senior,Yes,Yes,34,2-4 years,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,No,Electronic check,87.45,70+,2874.15,Low Risk,Yes
0689-DSXGL,Female,Non-Senior,Yes,Yes,52,4+ years,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,No,Bank transfer (automatic),85.8,70+,4433.3,Low Risk,No
6818-DJXAA,Female,Non-Senior,No,Yes,10,0-1 year,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Yes,Electronic check,91.1,70+,964.35,High Risk,No
9722-UJOJR,Male,Non-Senior,Yes,Yes,29,2-4 years,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,70.75,70+,1974.8,Low Risk,Yes
0464-WJTKO,Female,Non-Senior,Yes,Yes,72,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),20.1,1-35,1460.85,Low Risk,No
8902-ZEOVF,Male,Non-Senior,Yes,Yes,47,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,20.05,1-35,951.55,Low Risk,No
6778-EICRF,Male,Non-Senior,Yes,Yes,24,1-2 years,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,2,No,Mailed check,74.8,70+,1821.2,Medium Risk,No
2662-NNTDK,Male,Non-Senior,No,No,65,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Credit card (automatic),24.8,1-35,1600.95,Low Risk,No
4132-KALRO,Female,Non-Senior,No,No,4,0-1 year,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Yes,Mailed check,100.85,70+,399.25,High Risk,No
3902-FOIGH,Male,Senior,Yes,No,12,0-1 year,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,101.35,70+,1218.55,Medium Risk,Yes
6772-KSATR,Male,Non-Senior,No,No,1,0-1 year,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,81.7,70+,81.7,High Risk,Yes
7112-OPOTK,Male,Non-Senior,No,No,33,2-4 years,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,No,Electronic check,68.25,35-70,2171.15,Low Risk,Yes
2874-YXVVA,Female,Non-Senior,No,No,34,2-4 years,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,105.1,70+,3634.8,Low Risk,No
